<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
American Express	D	03/01/17	00:00:00	75.1400000	75.7400000	74.7500000	75.3200000	385103
American Express	D	04/01/17	00:00:00	75.2500000	76.5500000	75.1900000	76.2600000	443543
American Express	D	05/01/17	00:00:00	76.0500000	76.1600000	74.8300000	75.3300000	279022
American Express	D	06/01/17	00:00:00	75.4400000	75.9150000	75.0900000	75.4600000	265032
American Express	D	09/01/17	00:00:00	76.1000000	76.4900000	75.5300000	75.8600000	400568
American Express	D	10/01/17	00:00:00	76.4400000	78.0000000	76.1400000	76.6600000	596104
American Express	D	11/01/17	00:00:00	76.6700000	77.4300000	76.2200000	76.8700000	384233
American Express	D	12/01/17	00:00:00	76.8300000	76.9500000	75.8400000	76.8800000	524784
American Express	D	13/01/17	00:00:00	76.9200000	77.6300000	76.4300000	76.6100000	244746
American Express	D	17/01/17	00:00:00	77.4600000	77.6800000	76.4700000	76.6100000	452810
American Express	D	18/01/17	00:00:00	77.0900000	77.5900000	76.5400000	77.4900000	381811
American Express	D	19/01/17	00:00:00	77.7300000	77.7300000	76.6100000	76.6900000	513818
American Express	D	20/01/17	00:00:00	75.9900000	76.9000000	75.4000000	76.1900000	370101
American Express	D	23/01/17	00:00:00	75.8500000	76.4800000	75.7300000	75.9900000	424011
American Express	D	24/01/17	00:00:00	76.3700000	77.6600000	76.0900000	77.4200000	327389
American Express	D	25/01/17	00:00:00	78.0000000	78.0000000	76.4100000	76.8900000	285152
American Express	D	26/01/17	00:00:00	76.9400000	77.4600000	76.6300000	76.9200000	223579
American Express	D	27/01/17	00:00:00	77.0300000	77.1700000	76.5500000	76.8400000	235056
American Express	D	30/01/17	00:00:00	76.8100000	77.3100000	76.5400000	77.2800000	375902
American Express	D	31/01/17	00:00:00	77.0000000	77.2100000	75.9800000	76.3800000	194867
American Express	D	01/02/17	00:00:00	76.8500000	77.4200000	76.6200000	76.7500000	322728
American Express	D	02/02/17	00:00:00	76.2300000	76.8900000	76.1100000	76.5200000	390951
American Express	D	03/02/17	00:00:00	77.1500000	78.4200000	76.9300000	78.0300000	388502
American Express	D	06/02/17	00:00:00	77.6600000	78.4000000	77.4800000	77.8200000	222770
American Express	D	07/02/17	00:00:00	78.0400000	78.3800000	77.5300000	77.7150000	155083
American Express	D	08/02/17	00:00:00	77.5300000	77.9200000	77.1000000	77.7900000	129185
American Express	D	09/02/17	00:00:00	77.8600000	78.3650000	77.6800000	78.1900000	173673
American Express	D	10/02/17	00:00:00	78.4800000	78.6800000	78.2500000	78.4800000	157648
American Express	D	13/02/17	00:00:00	78.8450000	79.1500000	78.5100000	78.9100000	138974
American Express	D	14/02/17	00:00:00	78.9100000	79.4450000	78.6700000	79.4100000	215454
American Express	D	15/02/17	00:00:00	79.7900000	80.0800000	78.6700000	79.5800000	374468
American Express	D	16/02/17	00:00:00	79.4200000	79.6000000	78.9400000	79.4800000	238603
American Express	D	17/02/17	00:00:00	79.2200000	79.7750000	78.9200000	79.7000000	141308
American Express	D	21/02/17	00:00:00	79.9200000	80.4300000	79.6400000	79.9500000	166389
American Express	D	22/02/17	00:00:00	79.7500000	79.9750000	79.4000000	79.8700000	73822
American Express	D	23/02/17	00:00:00	79.8900000	80.4400000	79.7800000	80.0400000	179399
American Express	D	24/02/17	00:00:00	79.7600000	79.8700000	79.2900000	79.7400000	211097
American Express	D	27/02/17	00:00:00	79.7500000	80.3000000	79.5900000	80.1650000	161555
American Express	D	28/02/17	00:00:00	80.1200000	80.4900000	79.7800000	80.0600000	249100
American Express	D	01/03/17	00:00:00	81.1600000	81.9950000	81.0400000	81.8950000	383746
American Express	D	02/03/17	00:00:00	81.6400000	81.6400000	80.0700000	80.0700000	240206
American Express	D	03/03/17	00:00:00	80.2600000	80.6500000	79.8300000	79.8300000	331690
American Express	D	06/03/17	00:00:00	79.4800000	79.6800000	79.1000000	79.4900000	162324
American Express	D	07/03/17	00:00:00	79.8500000	80.0200000	79.3300000	79.5500000	285896
American Express	D	08/03/17	00:00:00	80.1300000	80.3600000	78.9700000	79.0500000	284388
American Express	D	09/03/17	00:00:00	79.1900000	79.6700000	78.8100000	79.2900000	350503
American Express	D	10/03/17	00:00:00	79.2800000	79.4600000	78.8750000	79.3900000	224042
American Express	D	13/03/17	00:00:00	79.3100000	79.4900000	79.0600000	79.2200000	182678
American Express	D	14/03/17	00:00:00	78.9600000	79.7900000	78.8900000	79.6900000	209661
American Express	D	15/03/17	00:00:00	79.8400000	79.8400000	79.0000000	79.2400000	322732
American Express	D	16/03/17	00:00:00	79.4800000	80.0900000	79.4300000	79.7700000	306597
American Express	D	17/03/17	00:00:00	79.9000000	79.9400000	78.9800000	79.2700000	213034
American Express	D	20/03/17	00:00:00	79.0100000	79.5900000	78.8300000	78.8400000	225310
American Express	D	21/03/17	00:00:00	78.8500000	79.1200000	77.3800000	77.5500000	461094
American Express	D	22/03/17	00:00:00	77.5000000	78.1750000	77.0600000	77.6600000	356976
American Express	D	23/03/17	00:00:00	77.6300000	78.3900000	77.5500000	77.8400000	565904
American Express	D	24/03/17	00:00:00	78.1100000	78.8400000	77.8700000	78.1800000	308679
American Express	D	27/03/17	00:00:00	77.1300000	77.8100000	76.6700000	77.6000000	328118
American Express	D	28/03/17	00:00:00	77.4000000	78.8600000	77.4000000	78.6300000	393544
American Express	D	29/03/17	00:00:00	78.5300000	78.5800000	78.1500000	78.2400000	290557
American Express	D	30/03/17	00:00:00	78.1600000	79.2900000	78.1200000	79.2200000	252382
American Express	D	31/03/17	00:00:00	79.0600000	79.4200000	78.8100000	79.0800000	266029
American Express	D	03/04/17	00:00:00	79.1200000	79.1700000	77.9800000	78.6000000	186977
American Express	D	04/04/17	00:00:00	78.4300000	78.6100000	78.1700000	78.2600000	143102
American Express	D	05/04/17	00:00:00	78.5900000	79.0200000	77.6650000	77.7500000	220660
American Express	D	06/04/17	00:00:00	77.6800000	78.3000000	77.2000000	77.9200000	200123
American Express	D	07/04/17	00:00:00	77.5600000	78.2300000	77.3700000	77.7800000	137387
American Express	D	10/04/17	00:00:00	77.8000000	78.1000000	77.3600000	77.4850000	193142
American Express	D	11/04/17	00:00:00	77.5300000	77.5700000	76.6950000	77.2500000	357203
American Express	D	12/04/17	00:00:00	77.4400000	77.4400000	76.5800000	76.6800000	259424
American Express	D	13/04/17	00:00:00	76.7100000	76.7600000	75.8000000	75.8100000	220157
American Express	D	17/04/17	00:00:00	75.9100000	76.7100000	75.6700000	76.6700000	287314
American Express	D	18/04/17	00:00:00	76.3450000	76.4800000	75.5400000	75.8000000	300011
American Express	D	19/04/17	00:00:00	76.1900000	76.2300000	75.5100000	75.5400000	363145
American Express	D	20/04/17	00:00:00	77.5500000	80.2750000	77.5500000	80.0100000	748684
American Express	D	21/04/17	00:00:00	79.9600000	80.4700000	79.5000000	79.6000000	381308
American Express	D	24/04/17	00:00:00	80.6400000	80.9000000	80.2400000	80.4500000	187335
American Express	D	25/04/17	00:00:00	81.0500000	81.3900000	80.6400000	80.6500000	326797
American Express	D	26/04/17	00:00:00	80.6200000	80.9000000	80.1500000	80.5400000	230340
American Express	D	27/04/17	00:00:00	80.7600000	80.8200000	80.1000000	80.3400000	161952
American Express	D	28/04/17	00:00:00	79.9200000	80.1500000	79.0500000	79.2600000	357287
American Express	D	01/05/17	00:00:00	79.2700000	79.4700000	78.8800000	79.2500000	222147
American Express	D	02/05/17	00:00:00	79.1800000	79.6600000	79.1500000	79.5500000	367245
American Express	D	03/05/17	00:00:00	79.1700000	79.5100000	78.7000000	78.8100000	473510
American Express	D	04/05/17	00:00:00	79.2300000	79.3300000	78.0000000	78.3200000	337444
American Express	D	05/05/17	00:00:00	78.6100000	78.6600000	77.8800000	78.3000000	270496
American Express	D	08/05/17	00:00:00	78.4900000	78.5200000	77.9600000	78.1300000	217489
American Express	D	09/05/17	00:00:00	78.1400000	78.7350000	78.1100000	78.4400000	209367
American Express	D	10/05/17	00:00:00	78.2800000	78.6600000	78.1400000	78.6100000	166590
American Express	D	11/05/17	00:00:00	78.2000000	78.3600000	77.2500000	77.9200000	278146
American Express	D	12/05/17	00:00:00	77.5700000	77.8000000	77.2400000	77.4800000	232943
American Express	D	15/05/17	00:00:00	77.5200000	78.6200000	77.5100000	78.3300000	229845
American Express	D	16/05/17	00:00:00	78.4400000	78.5700000	77.8500000	78.1400000	197813
American Express	D	17/05/17	00:00:00	76.7800000	77.4400000	76.2400000	76.3700000	369964
American Express	D	18/05/17	00:00:00	76.2700000	76.8400000	76.0300000	76.4000000	260946
American Express	D	19/05/17	00:00:00	76.5400000	77.3500000	76.3300000	76.7700000	273405
American Express	D	22/05/17	00:00:00	76.9100000	77.1200000	76.5100000	76.9700000	253532
American Express	D	23/05/17	00:00:00	77.1500000	77.4100000	76.8400000	77.2100000	218914
American Express	D	24/05/17	00:00:00	77.4400000	77.4400000	76.9400000	77.1100000	202494
American Express	D	25/05/17	00:00:00	77.4200000	77.9100000	77.2600000	77.4200000	201823
American Express	D	26/05/17	00:00:00	77.1600000	77.6000000	77.0200000	77.4300000	155339
American Express	D	30/05/17	00:00:00	77.2100000	77.4100000	77.0000000	77.1100000	172160
American Express	D	31/05/17	00:00:00	77.0500000	77.0700000	76.0100000	76.9400000	233512
American Express	D	01/06/17	00:00:00	77.3400000	78.3800000	76.9800000	78.2600000	289698
American Express	D	02/06/17	00:00:00	77.8700000	78.7300000	77.8700000	78.4700000	278781
American Express	D	05/06/17	00:00:00	78.7500000	79.2000000	78.6100000	78.9700000	230373
American Express	D	06/06/17	00:00:00	78.4600000	78.9300000	78.3000000	78.8500000	229607
American Express	D	07/06/17	00:00:00	78.8900000	80.0900000	78.8800000	79.8000000	345548
American Express	D	08/06/17	00:00:00	79.7600000	80.2000000	79.7000000	79.9600000	338261
American Express	D	09/06/17	00:00:00	80.4500000	80.7200000	79.7300000	80.2900000	422152
American Express	D	12/06/17	00:00:00	80.3400000	80.7100000	79.9500000	80.1400000	338073
American Express	D	13/06/17	00:00:00	80.1600000	80.7300000	80.0700000	80.6000000	218970
American Express	D	14/06/17	00:00:00	80.1200000	80.9100000	79.6200000	80.8600000	286015
American Express	D	15/06/17	00:00:00	80.3800000	81.2100000	80.2300000	80.7100000	228854
American Express	D	16/06/17	00:00:00	80.8600000	81.4700000	80.7700000	81.4400000	289936
American Express	D	19/06/17	00:00:00	81.5300000	81.9350000	81.3000000	81.8700000	240222
American Express	D	20/06/17	00:00:00	81.8400000	82.8000000	81.8300000	82.5100000	282677
American Express	D	21/06/17	00:00:00	82.6300000	82.7900000	81.9900000	82.2400000	236275
American Express	D	22/06/17	00:00:00	82.0800000	82.6200000	82.0800000	82.2800000	166107
American Express	D	23/06/17	00:00:00	82.3800000	82.7000000	82.0700000	82.2200000	191557
American Express	D	26/06/17	00:00:00	82.4800000	83.2800000	82.4600000	82.9700000	170220
American Express	D	27/06/17	00:00:00	83.0500000	83.5100000	83.0400000	83.1200000	241488
American Express	D	28/06/17	00:00:00	83.5000000	84.2600000	83.5000000	83.9700000	240834
American Express	D	29/06/17	00:00:00	84.9300000	85.3800000	83.1700000	83.6600000	283808
American Express	D	30/06/17	00:00:00	84.0600000	84.6300000	83.5900000	84.2500000	303943
American Express	D	03/07/17	00:00:00	84.9350000	85.7300000	84.9350000	85.1200000	152029
American Express	D	05/07/17	00:00:00	85.4000000	85.8700000	84.8100000	84.8900000	192318
American Express	D	06/07/17	00:00:00	84.7900000	84.8000000	83.7200000	83.7700000	220427
