<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
America Express	15	02/01/19	17:45:00	93.9100000	94.7500000	93.8700000	94.7200000	13957
America Express	15	02/01/19	18:00:00	94.8900000	95.3800000	94.8000000	95.3100000	18351
America Express	15	02/01/19	18:15:00	95.2300000	95.7900000	95.0500000	95.6400000	13876
America Express	15	02/01/19	18:30:00	95.6400000	95.9200000	95.4500000	95.7300000	9600
America Express	15	02/01/19	18:45:00	95.7300000	96.0300000	95.5000000	96.0300000	8500
America Express	15	02/01/19	19:00:00	96.0700000	96.1900000	95.8300000	96.0700000	12419
America Express	15	02/01/19	19:15:00	96.0700000	96.2600000	95.9300000	96.1200000	9470
America Express	15	02/01/19	19:30:00	96.1700000	96.2000000	95.8200000	95.8500000	15821
America Express	15	02/01/19	19:45:00	95.8600000	96.0100000	95.6200000	95.9600000	15579
America Express	15	02/01/19	20:00:00	96.0200000	96.0200000	95.4800000	95.4900000	9400
America Express	15	02/01/19	20:15:00	95.4600000	95.5900000	95.3600000	95.5700000	15886
America Express	15	02/01/19	20:30:00	95.5600000	95.5800000	95.3500000	95.5300000	10500
America Express	15	02/01/19	20:45:00	95.5300000	95.8700000	95.5000000	95.7900000	11715
America Express	15	02/01/19	21:00:00	95.8500000	96.0300000	95.8200000	96.0000000	6200
America Express	15	02/01/19	21:15:00	95.9909000	96.2300000	95.9100000	96.0100000	20369
America Express	15	02/01/19	21:30:00	96.0050000	96.0900000	95.9400000	96.0300000	13007
America Express	15	02/01/19	21:45:00	96.0400000	96.1200000	95.8600000	95.9000000	7700
America Express	15	02/01/19	22:00:00	95.8900000	96.1700000	95.8900000	96.1500000	7787
America Express	15	02/01/19	22:15:00	96.1400000	96.1400000	95.4800000	95.5300000	12008
America Express	15	02/01/19	22:30:00	95.4800000	95.7800000	95.4700000	95.6800000	15064
America Express	15	02/01/19	22:45:00	95.7400000	95.9400000	95.5500000	95.6800000	10636
America Express	15	02/01/19	23:00:00	95.6300000	95.8400000	95.5300000	95.5500000	12029
America Express	15	02/01/19	23:15:00	95.5200000	95.6900000	95.2600000	95.5200000	13679
America Express	15	02/01/19	23:30:00	95.4800000	95.5100000	95.2200000	95.4300000	15311
America Express	15	02/01/19	23:45:00	95.3800000	95.5100000	95.2600000	95.3100000	20302
America Express	15	03/01/19	00:00:00	95.3100000	95.7200000	95.3100000	95.6600000	42585
America Express	15	03/01/19	17:45:00	95.0000000	95.1700000	94.6100000	94.9200000	55545
America Express	15	03/01/19	18:00:00	94.9300000	94.9300000	94.4900000	94.8000000	11450
America Express	15	03/01/19	18:15:00	94.7900000	94.7900000	93.8300000	93.8500000	16948
America Express	15	03/01/19	18:30:00	93.8400000	94.1900000	93.7800000	94.1800000	17646
America Express	15	03/01/19	18:45:00	94.1200000	94.1200000	93.5800000	93.6800000	13120
America Express	15	03/01/19	19:00:00	93.6600000	93.8300000	93.4400000	93.8100000	16853
America Express	15	03/01/19	19:15:00	93.8200000	94.1900000	93.8100000	94.1500000	15171
America Express	15	03/01/19	19:30:00	94.2100000	94.2500000	93.7000000	93.7000000	16686
America Express	15	03/01/19	19:45:00	93.8000000	94.7400000	93.7000000	94.6200000	11101
America Express	15	03/01/19	20:00:00	94.5500000	94.6000000	94.2000000	94.2900000	13864
